id,name,class,rank,cost,focusCost,range,isAttack,damage,hasGraze,grazeDamage,hasResistance,resistanceDV,tags,description,isInnate,isHeroicTalent,parent
masquerade-heroic-pawn,En Passant,masquerade,0,passive,0,,FALSE,,FALSE,,FALSE,10,,"**Start of Turn:** Choose one.
- **Fly 1**.
- **1/Encounter, Spend 1 Inspiration: Fly** 3.",FALSE,TRUE,
masquerade-heroic-fortune,Fortune's Favor,masquerade,0,reaction,0,,FALSE,,FALSE,,FALSE,10,limitround,"**Condition:** An Attack Roll targets you, or you make a **Resistance Roll**.

**Effect - Spend 1 Inspiration**: **Gamble** ***x***, where ***x*** is a number of your choice (1-5). If you win, reduce the result of **Attack Roll** or increase the result of the **Resistance Roll** by ***x***.",FALSE,TRUE,
masquerade-heroic-afteryou,After You,masquerade,0,3,0,Range 3,FALSE,,FALSE,,FALSE,10,limitround,"**""After You!""** can't be **Bound**.

Perform **""After You!""** only while within **Range 3** of a hostile character that hasn't acted during the current round and isn't **Stunned**.

Perform the *Basic* **Refocus Action** as part of this **Action**. You become **Blessed**, gain **Barrier 3**, and have **+1 Turn AP** next turn. ",FALSE,TRUE,
masquerade-heroic-misdirection,Misdirection,masquerade,0,passive,0,,FALSE,,FALSE,,FALSE,10,,"Hostile characters have **+1 Disadvantage** on the **Resistance Roll** against your Feint.

When an attack against a character you performed **Feint** on this turn consumes **Off Guard**: The target becomes **Off Guard**.",FALSE,TRUE,
masquerade-heroic-techstep,Technical Step,masquerade,0,passive,0,,FALSE,,FALSE,,FALSE,10,,"While in Duet Stance: You may perform **Rite of Inspiration** as though it had ""**1/Round, Spend 1 Inspiration**"" instead of **1/Encounter**.",FALSE,TRUE,
masquerade-feint,Feint,masquerade,1,1,0,,FALSE,,FALSE,,TRUE,10+[tier],"melee,weapon,limitround",The target makes a **Resistance Roll** or becomes **Off Guard**.,FALSE,FALSE,
masquerade-dash,Dash,masquerade,1,1,2,,FALSE,,FALSE,,FALSE,10,"movement,limitround",**Move** up to **Speed**+2. You become **Off Guard**.,FALSE,FALSE,
masquerade-inspiringstrike,Inspiring Strike,masquerade,1,2,1,,TRUE,[atk],FALSE,,FALSE,10,"melee,weapon,attack",**On Attack**: Up to one allied character within *Range* becomes **Blessed**.,FALSE,FALSE,
masquerade-performance,Performance,masquerade,1,passive,0,,FALSE,,FALSE,,FALSE,10,,"When you **Refocus**, up to one allied character within *Range* becomes **Blessed**.",FALSE,FALSE,
masquerade-cascade,Cascade,masquerade,2,1,2,,TRUE,,FALSE,,FALSE,10,"melee,weapon,attack,limitround","- **Flurry**
- **On Hit**: The target is Dazed +1.",FALSE,FALSE,
masquerade-flair,Flair,masquerade,2,passive,0,,FALSE,,FALSE,,FALSE,10,bound,"**Bind** to a *Melee Attack* **Action**.
- The Bound Action is a *Movement* **Action**.
- You may **Fly** 1 as you perform the **Bound Action**. *(You can target a character outside the Action's Range if this movement brings you into Range.)*",FALSE,FALSE,
masquerade-silhouette,Silhouette,masquerade,2,reaction,2,,FALSE,,FALSE,,FALSE,10,"movement,reaction,limitround","**Silhouette** doesn't trigger **Reactions**.
- **Condition: An adjacent character performs a *Movement* **Action**.
- **Effect (Focus Cost 2):** Perform the *Basic* **Evade Action** as part of this **Reaction**.",FALSE,FALSE,
masquerade-closedposition,Closed Position,masquerade,3,1,2,,FALSE,,FALSE,,FALSE,10,"movement,reaction","Target a character. **Move** 2. The target mirrors your movement, ignoring restrictions on diagonal movement. Both movements are involuntary.
A hostile target makes a **Resistance Roll**. On a **Resist**, they aren't moved, and you may still **Move** 2, but your movement is voluntary and triggers **Reactions**.",FALSE,FALSE,
masquerade-bravura,Bravura,masquerade,3,1,2,,TRUE,[atk],FALSE,,FALSE,10,"melee,weapon,attack","- **Flurry**
**On Hit:** The target is **Off Guard** and makes a **Resistance Roll** or becomes **Blinded** 3.",FALSE,FALSE,
masquerade-flyby,Flyby,masquerade,3,1,2,,TRUE,[atk],FALSE,,FALSE,10,"movement,melee,weapon,attack,limitround","**Flurry**

You may **Move** 2 as you perform **Flyby**.

**On Hit**: **Move** 2. This movement doesn't trigger **Reactions**.
",FALSE,FALSE,
masquerade-syncopate,Syncopate,masquerade,4,passive,0,,FALSE,,FALSE,,FALSE,10,,"**Start of Turn**: Choose and expend a tag that hasn't been chosen this encounter from among *Attack, Spell, Movement, and Support*.

If all tags have been chosen, instead, reset the expended choices. *(You don't make a choice this turn.)*

**This turn**, if the second Action Point you spend is used to perform an **Action** with the chosen tag, recover 1 Focus. If it isn't, reset the expended tag.",FALSE,FALSE,
masquerade-petaldance,Falling Petals,masquerade,4,reaction,3,Range 3,FALSE,,FALSE,,TRUE,10+[tier],"weapon,reaction","**Condition:** You finish performing an **Action** that inflicts **Dazed, Off Guard, or Blinded** on a hostile character.

**Effect** **(Focus Cost 3)**: Each hostile character within **Range** makes a **Resistance Roll** or suffers each **Condition** inflicted by the triggering **Action**.",FALSE,FALSE,
masquerade-improvisation,Improvisation,masquerade,4,2,4,,FALSE,,FALSE,,FALSE,10,limitround,"**Improvisation** can't be **Bound**.

Choose a *Special* **Improvisation** **Action** you haven't chosen this encounter, and perform that **Action** as a part of this **Action.**

On subsequent turns, you can **(1 AP)**: Repeat **Improvisation** with **Focus Cost:** 0. The effect continues until all *Special* **Improvisation** **Actions** have been chosen, or until you end a turn without performing this **Action**.",FALSE,FALSE,
masquerade-improvisation-special-1,Improvisation: Devilry,masquerade,4,1,0,Range 3,TRUE,2[atk]+2,FALSE,,FALSE,10,"special,melee,weapon,attack,limitround","Perform only as a part of **Inspiration.**

**On Hit:** The target is **Blinded** 3.",FALSE,FALSE,masquerade-improvisation
masquerade-improvisation-special-2,Improvisation: Dazzlement,masquerade,4,1,0,,FALSE,,FALSE,,TRUE,10+[tier],"special,spell,limitround","Perform only as a part of **Inspiration.**

Each adjacent hostile character makes a ***Resistance Roll** or is **Stunned +1**.",FALSE,FALSE,masquerade-improvisation
masquerade-improvisation-special-3,Improvisation: Dynamics,masquerade,4,1,0,,FALSE,,FALSE,,FALSE,10,"special,movement,limitround","Perform only as a part of **Inspiration.**

**Fly** 3.",FALSE,FALSE,masquerade-improvisation
masquerade-improvisation-special-4,Improvisation: Dignity,masquerade,4,1,0,Range 3,FALSE,,FALSE,,FALSE,10,"special,support,limitround","Perform only as a part of **Inspiration.**

You and up to one allied character within **Range** 3 each become **Blessed** and gain **Barrier** 3.",FALSE,FALSE,masquerade-improvisation
masquerade-restage,Curtain Call,masquerade,5,reaction,3,Range 2,FALSE,,FALSE,,TRUE,10+[tier],"spell,reaction","**Condition:** A turn ends.

**Effect (Focus Cost 3):** Up to one hostile character within **Range** suffers **+1** to each incremental **Condition** that character suffered this turn. Then, that character makes a **Resistance Roll** with **+1 Disadvantage** or suffers ***x*** **Piercing Chaos Damage**, where ***x*** is half the total amount of damage that character suffered this turn. ",FALSE,FALSE,
masquerade-virtuoso,Virtuoso,masquerade,5,passive,0,,FALSE,,FALSE,,FALSE,10,bound,"**Bind** to an *Attack* **Action**.

The **Bound Action** deals half damage and no bonus damage, and has **AP Cost -1** *(min. 1)*.",FALSE,FALSE,
lightbearer-motes,Motes of Light,lightbearer,0,passive,0,,FALSE,,FALSE,,FALSE,10,,"**Beginning of Encounter**: Create three **Motes of Light**. *(They're d6s with values that begin at ""1"".)*
When you provide **Healing**, increase a **Mote of Light**'s value by the amount of **HP** the healed character gains.",FALSE,FALSE,
lightbearer-searing-ray,Searing Ray,lightbearer,0,1,0,Range 5,FALSE,,TRUE,1,FALSE,10,"ranged,attack","**Flurry**

As an additional cost, choose a **Mote of Light** with a value above ""1"". The base damage is equal to **1** + that **Mote of Light's** value. That **Mote of Light's** value becomes ""1"". You may repeat the attack against the same target or different targets any number of times, until all **Motes of Light** have values of ""1"".

**Searing Ray** doesn't deal **Bonus Damage**, can't be **Bound**, and doesn't trigger **Reactions**.",FALSE,FALSE,
lightbearer-radiant-touch,Radiant Touch,lightbearer,0,1,0,Melee,FALSE,,FALSE,,FALSE,10,"support,spell,limitround","Up to one allied character in **Range** receives **[mag]+1 Healing**.
",FALSE,FALSE,
lightbearer-ultimate,Prominence,lightbearer,0,0,0,,FALSE,,FALSE,,FALSE,10,"heroic,ultimate,spell","Create a **New Sun**, then remove your **Motes of Light** from play. *(The New Sun is a d20 with a value that begins at ""1"" plus the current combined values of your Motes of Light.)*

While you have a **New Sun**:
- **Start of Turn:** You receive 2 **Healing**.
- You have **+1 Speed** and are **Flying**.
- **Healing** you provide can exceed a character's maximum **HP**. When you provide **Healing**, increase the **New Sun's** value by the amount of **HP** the healed character gained. *(Excess HP is lost at the end of the encounter.)*
- You can perform **Behold, The Glory of a New Sun!**
",FALSE,FALSE,
lightbearer-ultimate-special,Prominence: Behold The Glory of a New Sun,lightbearer,0,1,0,Range 5,FALSE,,FALSE,,FALSE,10,limitencounter,"Up to one hostile character in **Range** suffers **Piercing Damage** equal to the **New Sun's** value. That character and all adjacent characters are **Blinded 3**. Remove the **New Sun** from play and return your **Motes of Light** to play. *(Their values begin at ""1"". The hostile character isn't targeted; this action ignores cover and concealment as long as you can draw line of effect to the chosen character.)*",FALSE,FALSE,
lightbearer-heroic-celestialblast,Celestial Blast,lightbearer,0,passive,0,,FALSE,,FALSE,,FALSE,10,,"- **Start of Encounter:** Create a **Mote of Light**. *(Per the Featherblade's ""Motes of Light"" Basic Ability. Its value begins at ""1"" and increases when you heal characters.)*
- The first time each turn you perform a *Spell Attack* **Action,** you may choose a **Mote of Light** with a value above 1. If you do, the spell deals bonus damage equal to the **Mote of Light's** value and the **Mote of Light** is turned to 1.",FALSE,TRUE,
lightbearer-heroic-higher,"Higher, O Higher",lightbearer,0,passive,0,,FALSE,,FALSE,,FALSE,10,,"When you perform **Rise Up Through The Night, Spend 1 Inspiration:** Instead of healing allied characters at the end of the movement, you heal each allied character you became adjacent to at any point during the movement. Characters healed this way clear **Prone** and are **Blessed**.",FALSE,TRUE,
lightbearer-heroic-fountain,Fountain of Blood,lightbearer,0,passive,0,,FALSE,,FALSE,,FALSE,10,,"When you create a **Fountain of Light, Spend 1 Inspiration:** Your **Fountain of Light** has three additional charges. You and allied characters adjacent to the **Fountain** can now use the **1/Turn Reaction** and consume a charge to gain **+1 Advantage** on an **Attack Roll** or deal **+1d6 Bonus Damage** on a successful attack.",FALSE,TRUE,
lightbearer-heroic-icariantrip,Icarian Trip,lightbearer,0,1,3,Range 12,FALSE,,FALSE,,FALSE,10,"support,spell,limitencounter",Teleport up to one allied character to a free adjacent space of their choice.,FALSE,TRUE,
lightbearer-heroic-featherblade,Featherblade Stance,lightbearer,0,passive,0,,FALSE,,FALSE,,FALSE,10,stance,"Your **Attack Bonus** is increased by **1** and you have **Armor +1** *( max. 2 )* and an **Increased Focus Pool** (+3).

You can't perform more than one *Attack* **Action** in a round.",FALSE,TRUE,
lightbearer-sanctuary,Sanctuary,lightbearer,1,1,1,,FALSE,,FALSE,,FALSE,10,spell,"Perform **Sanctuary** only if it's your turn.

**Sanctuary** doesn't trigger hostile **Reactions.**

You can't be the target of attacks this turn.",FALSE,FALSE,
lightbearer-lightbound,Lightbound,lightbearer,1,passive,0,,FALSE,,FALSE,,FALSE,10,,If you cast a *Spell* this turn: Your *Movement* ignores Difficult Terrain.,FALSE,FALSE,
lightbearer-flash,Flash,lightbearer,1,1,2,Range 4,FALSE,,FALSE,,TRUE,10+[tier],"spell,limitround","Target hostile character makes a **Resistance Roll** or is **Blinded 2** until the end of their next turn.
",FALSE,FALSE,
lightbearer-guiding-bolt,Guiding Bolt,lightbearer,1,2,2,Range 4,TRUE,4+[tier],FALSE,,FALSE,10,"ranged,spell,attack,limitround",**On Hit:** The target becomes **Off Guard.**,FALSE,FALSE,
lightbearer-curewounds,Cure Wounds,lightbearer,2,2,3,,FALSE,,FALSE,,FALSE,10,"support,spell,limitround",You or up to one allied character within **Range** receive [M]+2 **Healing.**,FALSE,FALSE,
lightbearer-retribution,Retribution,lightbearer,2,reaction,2,,FALSE,,FALSE,,FALSE,10,"spell,reaction,limitround","**Condition**: A hostile character hits you with a *non-Spell Attack.*

**Effect:** Choose one.
- Each adjacent hostile character makes a **Resistance Roll** or suffers **3 Damage** and becomes **Blinded 2** until the end of their next turn.
- You and adjacent allied characters receive 1 **Healing.**",FALSE,FALSE,
lightbearer-lightbomb,Lightbomb,lightbearer,2,2,2,,FALSE,,FALSE,,TRUE,10+[tier],"support,spell,limitround","Choose a **Size 1 Area** in **Range.**
- Up to one allied character in the area receives [M] **Healing.**

- Up to one hostile character in the area makes a **Resistance Roll** or suffers [M] **DMG** and becomes **Off Guard.** A character that **Resists** suffers half the damage and isn't **Off Guard.**",FALSE,FALSE,
lightbearer-sunlightstrike,Sunlight Strike,lightbearer,3,1,3,Melee,TRUE,[atk]+2,FALSE,,FALSE,10,"melee,spell,attack,limitround","**Flurry**

**On Damage:** You or an adjacent allied character receives **Healing** equal to half the damage dealt. This **Healing** doesn't benefit from **Bonus Healing.**",FALSE,FALSE,
lightbearer-tactical-emergency,Tactical Emergency,lightbearer,3,reaction,,,FALSE,,FALSE,,FALSE,10,"movement,reaction,limitround","**Condition:** An allied character takes damage.

**Effect:** Perform a *Basic* **Move Action** as part of this **Reaction.** This movement must move as close as possible to that character via the shortest available path.",FALSE,FALSE,
lightbearer-lightoflife,Light of Life,lightbearer,3,passive,,,FALSE,,FALSE,,FALSE,10,aura,"When an allied character within your *Aura* begins their turn, that character receives 1 **Healing.** *(Your Aura is a Size 1 Area centered on you.)*",FALSE,FALSE,
lightbearer-soltenebris,Sol Tenebris,lightbearer,4,2,3,Range 3,FALSE,,FALSE,,TRUE,10+[tier],"spell,limitround",Target hostile character makes a **Resistance Roll** or becomes **Blinded 6** until the end of their next turn. A character that fails the **Resistance Roll** can't be targeted by **Sol Tenebris** again this encounter.,FALSE,FALSE,
lightbearer-sunlightblade,Sunlight Blade,lightbearer,4,passive,,,FALSE,,FALSE,,FALSE,10,bound,"**Bind** to a non-Spell *Attack* **Action**.

The **Bound** *Attack* has **1/Round,** **Focus Cost +1,** and **On Damage:** You or an adjacent allied character receives **Healing** equal to half the damage dealt. This **Healing** doesn't benefit from **Bonus Healing.**",FALSE,FALSE,
lightbearer-fountain,Fountain of Light,lightbearer,4,2,3,Range 4,FALSE,,FALSE,,FALSE,10,"support,spell,limitencounter","Create a **Fountain of Light**. It occupies a tile within **Range,** but does not obstruct that tile. It has three **Charges** and disappears when the last charge is consumed.

While adjacent to the **Fountain of Light,** you and allied characters have the **Ambrosia** Reaction.",FALSE,FALSE,
lightbearer-fountain-special,Fountain of Light: Ambrosia,lightbearer,4,reaction,,,FALSE,,FALSE,,FALSE,10,"reaction,limitturn","**Condition:** You would be dealt damage or forced to make a **Resistance Roll.**

**Effect:** Consume a charge from the **Fountain.** You gain **+3 Barrier** before taking that damage or gain **+1 Advantage on the Resistance Roll.**",FALSE,FALSE,lightbearer-fountain
lightbearer-wingsofhope,Wings of Hope,lightbearer,5,1,3,,FALSE,,FALSE,,FALSE,10,"movement,spell,limitencounter","Until the start of your next turn, you are **Immobilized** and **Flying.** During this time, you also have **Damage Resistance** and the **Rise Up Through The Night** Reaction.",FALSE,FALSE,
lightbearer-wingsofhope-special,Rise Up Through The Night,lightbearer,5,reaction,,,FALSE,,FALSE,,FALSE,10,"reaction,movement,limitencounter","**Condition:** Your turn begins.

**Effect:** **Move 12**. **During this movement:** You are **Flying,** ignore **Reactions**, and can't change direction. **At the end of this movement,** you confer [mag] **Healing** to adjacent allied characters.",FALSE,FALSE,lightbearer-wingsofhope
lightbearer-scour,Scour,lightbearer,5,3,5,Range 4,TRUE,2[atk]+2,FALSE,,FALSE,10,"ranged,spell,attack","**On Hit:** Adjacent hostile characters suffer half the damage dealt to the primary target. *(No roll.)*

Apply half the total damage dealt to all hostile characters by this spell as **Healing,** increased by bonuses to your **Healing** and divided as you choose among yourself and allied characters within **Range 4.** This **Healing** doesn't benefit from **Bonus Healing**.",FALSE,FALSE,
